Ensembl Gene ID	% GC content	Gene Start (bp)	Gene End (bp)
ENSMUSG00000078026	35.71	10472540	10472623
ENSMUSG00000065574	48.68	112130880	112130955
ENSMUSG00000087723	40.15	101544177	101544308
ENSMUSG00000105115	52.78	87471368	87471583
ENSMUSG00000089546	37.86	61470441	61470543
ENSMUSG00000096359	43.04	59613876	59613954
ENSMUSG00000065733	36.45	106649913	106650019
ENSMUSG00000097421	48.38	12554270	12573320
ENSMUSG00000088754	43.27	34916250	34916353
ENSMUSG00000101367	41.98	53712724	53713047
ENSMUSG00000065570	53.75	109743289	109743368
ENSMUSG00000084353	44.58	8791923	8792162
ENSMUSG00000095297	62.39	39308470	39308578
ENSMUSG00000089060	46.02	116448389	116448564
ENSMUSG00000076272	64.65	109717085	109717183
ENSMUSG00000094703	45.79	70882104	70882210
ENSMUSG00000070182	36.19	172843534	172843638
ENSMUSG00000095284	43.93	54118995	54119101
ENSMUSG00000065537	57.58	75173682	75173747
ENSMUSG00000083624	46.38	54235670	54235876
ENSMUSG00000036244	50.63	58359804	58370369
ENSMUSG00000087179	49.66	156833049	156839892
ENSMUSG00000094730	42.99	57239007	57239113
ENSMUSG00000100982	45.40	66123576	66124271
ENSMUSG00000103449	40.93	186177338	186223789
ENSMUSG00000031059	45.90	20615326	20617619
ENSMUSG00000061295	37.59	89991238	89994315
ENSMUSG00000078354	43.90	88682881	88683912
ENSMUSG00000041468	52.18	146582398	146585239
ENSMUSG00000101157	35.59	37233420	37259603
ENSMUSG00000077004	31.34	130531678	130531744
ENSMUSG00000069267	59.52	23752267	23752886
ENSMUSG00000064776	50.23	102253473	102253687
ENSMUSG00000096161	40.51	59443631	59443709
ENSMUSG00000078485	53.34	156221456	156228542
ENSMUSG00000000686	43.32	77515121	77538607
ENSMUSG00000020267	47.58	54866383	54870501
ENSMUSG00000007617	37.92	93303757	93404129
ENSMUSG00000028488	40.87	85205126	85639195
ENSMUSG00000037552	56.02	28359604	28372599
ENSMUSG00000093164	50.79	74618260	74618513
ENSMUSG00000058567	44.05	10145453	10145965
ENSMUSG00000040183	46.56	32804035	32950841
ENSMUSG00000096912	48.51	118342011	118343255
ENSMUSG00000098926	52.24	180587201	180587267
ENSMUSG00000087815	29.41	58975630	58975731
ENSMUSG00000101607	40.63	28667432	28667746
ENSMUSG00000096241	44.86	107756602	107756708
ENSMUSG00000089320	40.77	20184832	20184961
ENSMUSG00000106147	46.48	40258467	40258679
ENSMUSG00000045584	46.10	103505997	103506944
ENSMUSG00000104603	80.88	122028642	122028709
ENSMUSG00000102072	43.70	2336696	2337393
ENSMUSG00000040028	43.05	4284782	4325100
ENSMUSG00000086235	47.25	8468426	8468825
ENSMUSG00000081428	41.65	54564623	54565143
ENSMUSG00000089139	57.83	29773294	29773376
ENSMUSG00000065448	40.91	109738433	109738498
ENSMUSG00000095637	40.15	31715660	31717156
ENSMUSG00000094572	47.93	103267115	103267235
ENSMUSG00000096349	56.10	54696782	54696945
ENSMUSG00000021243	42.11	84970897	84983303
ENSMUSG00000101418	45.11	28703951	28704564
ENSMUSG00000084457	44.86	98273260	98273366
ENSMUSG00000024063	46.96	72918305	72941942
ENSMUSG00000093952	55.46	39635964	39636082
ENSMUSG00000094656	48.51	102801184	102801284
ENSMUSG00000101891	41.01	59771637	59774001
ENSMUSG00000103708	47.74	36002985	36011044
ENSMUSG00000093132	47.50	176879834	176879913
ENSMUSG00000088156	38.89	10051826	10052113
ENSMUSG00000100564	43.68	49658538	49659233
ENSMUSG00000100778	38.94	53729612	53731157
ENSMUSG00000084658	66.27	80382302	80382384
ENSMUSG00000105821	33.33	113476708	113476821
ENSMUSG00000076143	50.46	96249424	96249532
ENSMUSG00000105428	45.57	87437679	87437757
ENSMUSG00000088956	39.68	60804578	60804703
ENSMUSG00000084678	45.36	105819883	105820065
ENSMUSG00000105116	61.24	127481120	127481248
ENSMUSG00000093824	41.77	59409063	59409141
ENSMUSG00000095610	42.99	96617099	96617205
ENSMUSG00000105494	57.14	36583544	36583669
ENSMUSG00000099166	33.46	105121792	105122051
ENSMUSG00000077407	41.86	105140207	105140335
ENSMUSG00000101022	47.09	64858686	64859337
ENSMUSG00000098493	46.55	136183245	136183360
ENSMUSG00000052376	47.13	34873730	34874828
ENSMUSG00000098808	60.94	36475461	36475524
ENSMUSG00000077706	47.06	90185009	90185127
ENSMUSG00000077358	38.10	59692509	59692592
ENSMUSG00000065899	43.94	34440791	34440922
ENSMUSG00000080657	35.43	10517604	10517730
ENSMUSG00000096906	62.73	103581267	103581376
ENSMUSG00000080498	38.37	26229981	26230066
ENSMUSG00000084653	36.59	104601158	104601239
ENSMUSG00000093933	53.03	41216045	41216176
ENSMUSG00000100835	45.04	53744649	53745263
ENSMUSG00000102906	35.38	25727994	25752495
ENSMUSG00000088175	40.88	128089924	128090060
ENSMUSG00000100079	44.99	88690302	88691359
ENSMUSG00000069266	59.45	23757013	23757409
ENSMUSG00000096584	45.47	103517411	103518382
ENSMUSG00000084668	43.08	19513855	19513919
ENSMUSG00000088854	44.80	95921102	95921226
ENSMUSG00000077269	44.70	39621415	39621546
ENSMUSG00000077767	53.12	146994381	146994508
ENSMUSG00000096567	62.39	38238572	38238680
ENSMUSG00000041261	41.73	8143362	8239041
ENSMUSG00000098325	56.90	25217668	25217725
ENSMUSG00000101446	44.97	53781510	53782205
ENSMUSG00000104558	32.56	107480406	107480534
ENSMUSG00000077897	41.77	14261003	14261081
ENSMUSG00000102724	66.93	93286577	93287344
ENSMUSG00000080538	47.62	27539805	27539930
ENSMUSG00000100165	40.75	64886721	64890470
ENSMUSG00000096231	44.57	59713534	59713625
ENSMUSG00000089395	39.04	32726639	32726930
ENSMUSG00000038299	38.21	32837225	32866420
ENSMUSG00000044501	37.56	22361453	22377281
ENSMUSG00000061911	43.95	29528384	29923209
ENSMUSG00000054520	51.68	34525838	34563641
ENSMUSG00000028883	35.91	13125414	13602565
ENSMUSG00000032487	38.16	150100031	150108227
ENSMUSG00000076010	69.57	103014910	103015001
ENSMUSG00000084575	41.96	105873824	105873935
ENSMUSG00000077090	38.81	60211185	60211251
ENSMUSG00000065011	39.25	85163077	85163183
ENSMUSG00000091668	48.15	82543947	82544189
ENSMUSG00000065476	44.79	68337415	68337510
ENSMUSG00000077502	41.67	69451015	69451146
ENSMUSG00000102316	35.71	9191067	9192116
ENSMUSG00000065423	46.05	38852735	38852810
ENSMUSG00000077645	37.68	59458815	59458883
ENSMUSG00000077376	47.50	87582672	87582791
ENSMUSG00000054156	44.69	49268572	49278783
ENSMUSG00000084546	47.76	113717914	113718047
ENSMUSG00000077049	40.21	10473931	10474027
ENSMUSG00000065232	41.88	59040335	59040525
ENSMUSG00000077404	51.97	80707589	80707715
ENSMUSG00000042031	48.61	92932979	92934097
ENSMUSG00000088878	40.35	135165848	135165961
ENSMUSG00000084461	44.02	123432566	123432749
ENSMUSG00000088816	41.22	86997133	86997263
ENSMUSG00000101290	42.41	2380664	2381361
ENSMUSG00000098882	64.81	84168270	84168377
ENSMUSG00000092919	37.07	14735053	14735284
ENSMUSG00000081893	52.36	88696191	88696698
ENSMUSG00000084558	37.04	180832769	180832876
ENSMUSG00000092934	50.00	122232535	122232636
ENSMUSG00000095998	38.10	14912358	14912462
ENSMUSG00000055561	36.96	43963235	44022501
ENSMUSG00000094813	40.87	10750004	10752450
ENSMUSG00000077761	50.39	168882040	168882168
ENSMUSG00000088019	45.38	66561254	66561372
ENSMUSG00000042293	62.74	48495345	48495964
ENSMUSG00000089014	44.07	75101409	75101526
ENSMUSG00000075029	44.43	23756203	23757620
ENSMUSG00000050953	43.98	56377300	56390419
ENSMUSG00000077511	41.12	60084788	60084894
ENSMUSG00000065132	45.79	123743297	123743403
ENSMUSG00000088125	47.45	35214401	35214537
ENSMUSG00000088970	40.00	136990211	136990270
ENSMUSG00000088281	48.04	45254453	45254554
ENSMUSG00000086195	55.00	8855928	8856267
ENSMUSG00000099430	45.40	27616996	27620343
ENSMUSG00000106813	50.23	42499981	42500414
ENSMUSG00000073427	38.30	82378593	82381237
ENSMUSG00000076126	35.05	10467790	10467886
ENSMUSG00000084192	53.94	88707909	88708453
ENSMUSG00000098896	46.32	126902250	126902385
ENSMUSG00000098820	51.43	59237107	59237176
ENSMUSG00000092660	34.52	61762386	61762469
ENSMUSG00000088301	43.62	157638203	157638296
ENSMUSG00000106622	46.68	42963404	42964609
ENSMUSG00000103884	34.45	8643696	8644859
ENSMUSG00000077567	50.76	53613067	53613198
ENSMUSG00000021731	42.95	118380110	118387252
ENSMUSG00000094007	62.73	37256784	37256893
ENSMUSG00000065562	43.75	185313581	185313692
ENSMUSG00000088688	40.45	6546147	6546235
ENSMUSG00000084631	45.24	194858657	194858950
ENSMUSG00000094229	44.86	46450413	46450519
ENSMUSG00000098279	60.32	78445095	78445157
ENSMUSG00000098489	42.25	164354313	164354383
ENSMUSG00000104641	43.67	65476505	65478061
ENSMUSG00000098409	45.22	45816747	45816861
ENSMUSG00000064663	46.73	52603788	52603894
ENSMUSG00000070923	42.21	88718292	88722465
ENSMUSG00000065486	32.97	53048154	53048244
ENSMUSG00000089606	51.18	104228112	104228238
ENSMUSG00000099267	56.76	78891840	78891913
ENSMUSG00000065248	43.12	128540372	128540480
ENSMUSG00000094352	38.83	31381959	31383918
ENSMUSG00000065852	38.97	38058285	38058420
ENSMUSG00000100099	45.40	27626234	27626929
ENSMUSG00000089508	47.41	85778812	85778927
ENSMUSG00000106406	51.72	151442393	151442450
ENSMUSG00000104504	53.53	8856763	8857102
ENSMUSG00000039714	50.25	57600019	57606281
ENSMUSG00000095053	45.71	38928775	38928879
ENSMUSG00000098273	49.38	118954220	118954300
ENSMUSG00000088687	43.51	127953045	127953175
ENSMUSG00000080575	62.50	101021673	101021768
ENSMUSG00000089276	50.59	59626580	59626664
ENSMUSG00000088368	56.00	23823053	23823227
ENSMUSG00000096384	61.82	5881041	5881150
ENSMUSG00000077734	55.32	80078498	80078591
ENSMUSG00000100103	44.44	2397266	2397544
ENSMUSG00000085852	51.03	93403547	93417830
ENSMUSG00000088922	48.11	54997072	54997177
ENSMUSG00000094361	40.35	32894625	32896121
ENSMUSG00000102253	35.48	8527780	8531313
ENSMUSG00000065916	41.67	41034968	41035123
ENSMUSG00000064398	36.99	20614523	20614695
ENSMUSG00000099181	44.29	24910664	24910733
ENSMUSG00000094609	43.04	59619017	59619095
ENSMUSG00000096435	48.43	118352861	118354105
ENSMUSG00000080459	34.15	10477150	10477272
ENSMUSG00000089512	38.27	59704258	59704338
ENSMUSG00000098381	53.70	97690509	97690562
ENSMUSG00000105835	44.74	65427427	65492833
ENSMUSG00000093798	49.07	14745362	14746117
ENSMUSG00000088043	49.24	67420031	67420162
ENSMUSG00000106412	60.47	101570183	101570311
ENSMUSG00000077996	36.25	90070020	90070099
ENSMUSG00000053168	47.99	75427606	75431829
ENSMUSG00000089071	40.38	69152274	69152377
ENSMUSG00000103528	35.52	22025164	22051353
ENSMUSG00000084545	46.85	105804087	105804197
ENSMUSG00000096504	36.71	66835764	66835842
ENSMUSG00000088529	54.40	117077243	117077435
ENSMUSG00000089510	40.57	132537560	132537665
ENSMUSG00000101808	45.37	34410916	34414265
ENSMUSG00000098436	50.78	162237099	162237226
ENSMUSG00000066693	48.72	8962996	8963621
ENSMUSG00000095310	43.04	59412802	59412880
ENSMUSG00000077704	50.00	39548745	39548854
ENSMUSG00000088983	48.10	138819929	138820007
ENSMUSG00000093058	35.71	62652935	62653004
ENSMUSG00000092814	58.73	18129452	18129577
ENSMUSG00000105329	49.02	62682508	62682558
ENSMUSG00000074220	45.49	30121942	30134665
ENSMUSG00000065138	45.79	151608343	151608449
ENSMUSG00000089517	53.42	109641022	109641094
ENSMUSG00000098592	57.38	128584437	128584497
ENSMUSG00000065635	42.11	56263165	56263240
ENSMUSG00000084616	35.58	36363899	36364002
ENSMUSG00000102871	35.10	9286922	9290180
ENSMUSG00000065086	36.50	116340583	116340719
ENSMUSG00000057729	52.72	79874476	79883174
ENSMUSG00000087899	41.27	76215611	76215673
ENSMUSG00000096117	40.38	139671604	139671707
ENSMUSG00000101155	35.59	57187188	57213362
ENSMUSG00000077772	34.83	59923034	59923122
ENSMUSG00000006715	43.17	24751845	24761923
ENSMUSG00000037152	43.92	51404677	51408988
ENSMUSG00000030471	40.50	48789003	48827440
ENSMUSG00000077991	40.43	10513741	10513834
ENSMUSG00000099222	56.14	79998970	79999026
ENSMUSG00000093063	44.83	166655027	166655142
ENSMUSG00000077847	48.75	72591500	72591579
ENSMUSG00000088884	44.44	99124186	99124302
ENSMUSG00000098349	49.15	60302707	60302824
ENSMUSG00000072837	47.11	126998440	126998560
ENSMUSG00000095245	45.79	77067791	77067897
ENSMUSG00000077749	43.28	35112198	35112331
ENSMUSG00000077295	43.94	102106449	102106580
ENSMUSG00000092898	53.21	159449277	159449385
ENSMUSG00000065577	42.27	109713481	109713577
ENSMUSG00000096431	44.68	59681055	59681148
ENSMUSG00000102647	36.26	8450960	8453491
ENSMUSG00000099910	45.77	34420129	34420825
ENSMUSG00000098925	52.56	87471368	87471582
ENSMUSG00000089318	45.39	142381988	142382291
ENSMUSG00000080406	60.83	109611822	109611941
ENSMUSG00000103881	40.77	5212838	5215216
ENSMUSG00000029201	44.19	65413221	65435949
ENSMUSG00000094012	54.97	77711457	77712009
ENSMUSG00000098401	36.84	57616609	57616722
ENSMUSG00000098451	57.38	76064828	76064888
ENSMUSG00000106344	37.50	54645933	54646012
ENSMUSG00000064524	44.23	151261918	151262021
ENSMUSG00000092932	49.20	85784713	85784962
ENSMUSG00000084732	41.31	129172573	129172877
ENSMUSG00000098392	52.99	96485161	96485277
ENSMUSG00000077783	39.68	65694549	65694737
ENSMUSG00000096634	42.55	59897161	59897254
ENSMUSG00000088068	47.52	70673646	70673746
ENSMUSG00000085351	44.28	43588072	43608755
ENSMUSG00000096512	42.17	10495980	10496062
ENSMUSG00000088091	50.00	86408826	86408945
ENSMUSG00000065057	49.67	129315329	129315479
ENSMUSG00000099613	39.10	51408969	51410551
ENSMUSG00000093172	41.46	134075316	134075397
ENSMUSG00000098697	50.00	73392246	73392399
ENSMUSG00000088481	40.26	77105209	77105285
ENSMUSG00000098414	64.52	79531029	79531090
ENSMUSG00000065648	38.00	153915116	153915215
ENSMUSG00000105907	45.01	146586645	146600102
ENSMUSG00000098695	65.00	82782082	82782141
ENSMUSG00000094008	44.86	30942379	30942485
ENSMUSG00000077096	33.85	91791610	91791674
ENSMUSG00000094308	41.77	59477493	59477571
ENSMUSG00000088491	56.18	151967529	151967617
ENSMUSG00000099153	65.52	53763597	53763654
ENSMUSG00000080653	42.86	10467495	10467613
ENSMUSG00000106499	44.70	132842396	132844576
ENSMUSG00000098948	35.37	3647179	3647325
ENSMUSG00000077769	34.71	49398395	49398515
ENSMUSG00000080561	15.18	165024345	165024456
ENSMUSG00000099179	50.30	169295009	169295177
ENSMUSG00000104364	48.72	92937681	92938072
ENSMUSG00000064960	45.31	144586825	144586952
ENSMUSG00000098636	66.67	82612887	82612946
ENSMUSG00000090666	30.30	33994989	33995054
ENSMUSG00000089136	56.86	32999909	33000010
ENSMUSG00000045620	51.47	56848659	56851963
ENSMUSG00000094287	44.68	59859214	59859307
ENSMUSG00000019857	39.92	53596961	53609213
ENSMUSG00000088198	46.88	51888625	51888752
ENSMUSG00000101557	47.54	51421644	51421988
ENSMUSG00000104657	58.70	120274487	120274624
ENSMUSG00000077086	36.46	10514300	10514395
ENSMUSG00000064433	38.39	29280964	29281075
ENSMUSG00000099108	44.64	68676848	68676903
ENSMUSG00000099328	44.57	102949434	102949608
ENSMUSG00000077148	40.38	89097910	89098013
ENSMUSG00000065261	41.12	80984083	80984189
ENSMUSG00000045475	49.92	92944486	92945733
ENSMUSG00000087891	50.62	42493423	42493746
ENSMUSG00000087780	49.51	4999266	4999368
ENSMUSG00000064897	51.08	105642338	105642476
ENSMUSG00000106230	44.81	132842202	132878596
ENSMUSG00000101222	45.25	51460090	51463433
ENSMUSG00000104857	55.56	116163910	116164035
ENSMUSG00000065418	51.58	53054255	53054349
ENSMUSG00000106020	49.94	146706622	146707496
ENSMUSG00000087804	33.00	99017364	99017463
ENSMUSG00000098486	40.38	139588227	139588330
ENSMUSG00000092986	51.00	38267836	38268084
ENSMUSG00000077542	44.62	164283096	164283225
ENSMUSG00000068579	54.74	36308144	36308956
ENSMUSG00000088158	46.04	80391613	80391751
ENSMUSG00000093176	56.14	98262606	98262662
ENSMUSG00000069584	60.36	77706626	77706958
ENSMUSG00000051313	36.78	90000145	90003322
ENSMUSG00000077572	47.15	21794933	21795055
ENSMUSG00000094394	45.79	165809636	165809742
ENSMUSG00000089242	44.52	77242406	77242551
ENSMUSG00000064588	52.59	116326602	116326717
ENSMUSG00000064590	38.32	95099500	95099606
ENSMUSG00000093428	51.04	102255430	102255525
ENSMUSG00000082351	41.83	78233986	78234927
ENSMUSG00000087802	47.10	11330489	11330626
ENSMUSG00000042540	46.30	84069325	84076020
ENSMUSG00000038805	54.47	85613608	85629302
ENSMUSG00000063254	39.12	127983079	127985701
ENSMUSG00000106561	65.79	87266858	87266933
ENSMUSG00000022982	45.51	90220742	90226322
ENSMUSG00000095222	42.17	10498393	10498475
ENSMUSG00000087875	44.44	176700617	176700724
ENSMUSG00000099180	64.52	79002223	79002284
ENSMUSG00000077038	40.50	10467229	10467349
ENSMUSG00000077713	49.69	9532511	9532669
ENSMUSG00000098474	62.90	50232245	50232306
ENSMUSG00000088115	45.86	24718716	24718981
ENSMUSG00000084485	51.16	58565614	58565914
ENSMUSG00000092796	57.60	165908051	165908175
ENSMUSG00000089485	47.71	89136505	89136766
ENSMUSG00000043110	48.62	132868305	132880891
ENSMUSG00000094120	64.07	77758990	77759682
ENSMUSG00000099993	45.83	55043309	55044004
ENSMUSG00000100787	40.37	51495432	51498671
ENSMUSG00000099482	45.45	10756787	10760126
ENSMUSG00000095593	63.64	77776252	77776944
ENSMUSG00000064745	42.72	16624575	16624677
ENSMUSG00000077455	51.54	56252315	56252444
ENSMUSG00000065533	50.00	193507463	193507530
ENSMUSG00000093219	78.95	151859562	151859637
ENSMUSG00000098714	52.46	22729372	22729432
ENSMUSG00000084684	43.06	14029482	14029762
ENSMUSG00000088451	49.15	167364180	167364297
ENSMUSG00000089326	51.06	77144753	77144846
ENSMUSG00000076234	61.46	103839109	103839204
ENSMUSG00000080607	53.21	21878784	21878892
ENSMUSG00000064491	43.93	98946444	98946550
ENSMUSG00000055416	55.40	31276491	31276907
ENSMUSG00000105563	57.58	29045628	29045693
ENSMUSG00000065237	44.86	74624642	74624748
ENSMUSG00000105997	66.36	58794731	58794837
ENSMUSG00000077791	44.59	76420417	76420490
ENSMUSG00000088004	46.79	9829620	9829728
ENSMUSG00000088691	55.88	112467911	112468046
ENSMUSG00000057262	53.33	52477614	52478228
ENSMUSG00000084708	50.69	69669635	69669778
ENSMUSG00000090816	47.52	86539883	86541334
ENSMUSG00000087965	47.55	91617152	91617437
ENSMUSG00000093161	31.51	126036827	126036899
ENSMUSG00000053765	49.02	120847367	120857986
ENSMUSG00000088018	39.62	91200162	91200267
ENSMUSG00000098254	50.93	34653178	34653285
ENSMUSG00000088800	52.78	18969762	18969833
ENSMUSG00000095850	50.20	125004163	125004660
ENSMUSG00000065368	45.79	11967150	11967256
ENSMUSG00000088811	38.32	73756037	73756143
ENSMUSG00000077344	52.80	27631803	27631927
ENSMUSG00000072541	52.88	65015156	65015467
ENSMUSG00000101393	40.25	68667605	68670844
ENSMUSG00000093261	24.21	87068993	87069087
ENSMUSG00000025255	36.98	5218526	5415857
ENSMUSG00000098664	31.18	92101665	92101927
ENSMUSG00000062226	49.44	111168340	111168693
ENSMUSG00000100467	36.90	30706533	30738561
ENSMUSG00000065295	38.03	26912530	26912600
ENSMUSG00000077484	44.44	8945045	8945179
ENSMUSG00000089382	45.17	138145382	138145640
ENSMUSG00000085877	47.51	74889663	74890424
ENSMUSG00000065567	42.86	23291701	23291784
ENSMUSG00000084517	39.06	49491351	49491478
ENSMUSG00000087881	60.42	69350518	69350661
ENSMUSG00000064943	48.76	48462173	48462293
ENSMUSG00000088658	41.67	104264683	104264790
ENSMUSG00000098380	66.67	112659277	112659351
ENSMUSG00000089560	39.42	95606562	95606665
ENSMUSG00000082629	57.84	73297593	73299995
ENSMUSG00000105197	47.90	144283811	144284906
ENSMUSG00000106027	35.63	10486653	10486739
ENSMUSG00000088441	33.01	65530252	65530354
ENSMUSG00000093795	49.43	100306571	100307185
ENSMUSG00000064772	43.98	14315401	14315591
ENSMUSG00000096651	38.10	10485051	10485176
ENSMUSG00000065684	39.62	120317884	120317989
ENSMUSG00000084621	39.55	98473675	98473808
ENSMUSG00000065559	42.47	20679010	20679082
ENSMUSG00000094886	46.67	49945096	49945335
ENSMUSG00000093139	51.88	99254882	99255014
ENSMUSG00000095010	48.75	61706591	61706670
ENSMUSG00000089363	54.72	186123201	186123306
ENSMUSG00000081940	44.19	74912417	74920320
ENSMUSG00000013415	48.52	95957163	96005940
ENSMUSG00000028532	43.64	100776675	101029220
ENSMUSG00000078815	45.99	3424195	3435667
ENSMUSG00000025909	38.02	8361475	9299878
ENSMUSG00000087983	42.81	129304796	129305073
ENSMUSG00000065521	63.29	174267047	174267125
ENSMUSG00000072900	61.19	109586080	109586146
ENSMUSG00000099223	59.72	92592206	92592277
ENSMUSG00000089231	46.40	14267315	14267439
ENSMUSG00000106266	45.73	144320214	144321748
ENSMUSG00000089124	37.17	75613157	75613269
ENSMUSG00000080415	47.11	169061120	169061240
ENSMUSG00000087990	52.34	11913621	11913748
ENSMUSG00000065643	44.86	99803020	99803126
ENSMUSG00000070103	42.20	158505625	158505733
ENSMUSG00000064427	55.88	17546146	17546281
ENSMUSG00000043472	50.00	92957390	92958505
ENSMUSG00000094897	45.79	50405813	50405919
